Company Name,Competitors,Founded,Headquarters,Rating,Revenue,Sector,Size,Type of ownership,Website,Company Description,wikisite,uri_name
staffing now,,1998.0,"US, Des Moines",,,,100 to 499 employees,,,"SNI Companies is a leader in the Staffing Industry and ranks as #21 out of 250 companies on Forbes List of the Best Professional Recruiting Firms for 2017. Founded in 1998, SNI Companies was recently acquired by GEE Group and has a commitment to professionalism that is unparalleled. Our steadfast focus on matching the most qualified candidate with their ideal job distinguishes us from our competitors and all four main divisions of SNI Companies: Accounting Now, Staffing Now, SNI Financial and SNI Technology won Inavero's prestigious award for both Client and Talent Satisfaction for 2017. SNI Companies specializes in professional placement in the areas of accounting, finance, banking, administration, and technology. Our staffing solutions include: contract, contract-to-hire and direct-hire positions. Our singular goal is to quickly and effectively match the right employees with the right job opportunities.",,staffing_now
stamps.com,,,,,,,,,,,,stampscom
starbucks,"Dunkin' Brands, McDonald's",1971.0,"Seattle, WA",3.8,$10+ billion (USD),"Restaurants, Bars & Food Services",10000+ employees,Company - Public,http://www.starbucks.com/,,http://www.wikidata.org/entity/Q37158,starbucks
state of wisconsin investment board,,1951.0,"Madison, WI",2.7,$50 to $100 million (USD),Finance,51 to 200 employees,Government,http://www.swib.state.wi.us/,,,state_of_wisconsin
stefanini,,1987.0,"US, Southfield, Michigan",,,,"10,000 employees or more",,http://www.stefanini.com,"Stefanini is a global IT services company with over 24,000 employees across 77 offices in 40 countries across the Americas, Europe, Africa, Australia, and Asia. Since 1987, Stefanini has been providing offshore, onshore and nearshore IT services, including application development and outsourcing services, IT infrastructure outsourcing (help desk support and desktop services), systems integration, consulting and strategic staffing to Fortune 1000 enterprises around the world.

With a base of over 500 active clients, including more than 300 multinationals, Stefanini maintains a strong presence in industries such as financial services, manufacturing, telecommunications, chemical, services, technology, public sector, and utilities. Clients benefit from Stefanini's financial stability, sustained year-over-year growth, and zero net debt. The corporate global headquarters is located in Sao Paulo, Brazil with European headquarters in Brussels and North American headquarters in metropolitan Detroit.",,stefanini
stone resource group,,2010.0,"Roswell, GA",3.9,$25 to $50 million (USD),Information Technology,51 to 200 employees,Company - Private,,,,stone_resource_group
stratacent,,2012.0,"US, Jersey City, NJ",,,,20 to 49 employees,,,"Stratacent is all about delivering world class IT solutions that are perfectly aligned to client needs, no matter how complex they may be. We are highly focused on our customers and our primary goal is to exceed expectations with every client who partners with us, with solutions that are innovative, practical and versatile enough to take their business to the next level.",,stratacent
strategic employment partners,,2006.0,"Los Angeles, CA",4.7,$1 to $5 million (USD),Business Services,51 to 200 employees,Company - Private,http://www.strategicemployment.com/,,,strategic_employment_partners
strategic financial solutions,"National Debt Relief, Freedom Financial Network",2007.0,"New York, NY",4.0,,Consumer Services,501 to 1000 employees,Company - Private,http://www.stratfs.com/,,,strategic_financial_solutions
strategic technology partners llc,,2005.0,Arlington,,,,20 to 49 employees,,http://www.stpfederal.com/,"Strategic Technology Partners LLC (STP) is a small businesses solutions and service provider specializing in helping government agencies modernize their information technology infrastructures, develop business applications, and deploy cybersecurity solutions.
STP will leverage its experience, such as modernizing the IRS infrastructure, building end user self-service applications for millions of taxpayers and IRS employees and implementing the cyber security system that protects the private data and assets of the IRS and its users, to build solutions that meet federal and state governments’ unique needs.
We at STP understand the importance of keeping your infrastructure simple to use, simple to operate, and simple to change.
We understand the need to protect your valuable assets from internal and external attacks, and we understand the importance of providing business applications that are usable, accessible, responsive, and available.
We also understand the challenges of managing projects within budget, technical and legal constraints. That is why STP is committed to helping your organization implement high quality, budget conscious solutions.",,strategic_technology_partners
stratifyd,,2015.0,"Charlotte, NC",3.4,$5 to $10 million (USD),Information Technology,51 to 200 employees,Company - Private,,,,stratifyd
strivve inc.,,,"Seattle, WA",4.0,,,1 to 50 employees,Unknown,,,,strivve_inc
structured communications,,1992.0,"Clackamas, OR",3.6,$50 to $100 million (USD),Information Technology,51 to 200 employees,Company - Private,http://www.structured.com/,,,structured_communications
success academy charter schools,"Cisco Systems, Huawei Technologies, IBM",1928.0,"Chicago, IL",3.7,$5 to $10 billion (USD),Information Technology,10000+ employees,Company - Public,,,,success_academy_charter
success academy charter schools,,2006.0,"New York, NY",3.1,$100 to $500 million (USD),Education,1001 to 5000 employees,School / School District,,,,success_academy_charter
sumo logic,"Splunk, Datadog, Elastic",2010.0,"Redwood City, CA",3.8,,Information Technology,501 to 1000 employees,Company - Private,,,http://www.wikidata.org/entity/Q7638010,sumo_logic
sunpower,,1985.0,"San Jose, CA",3.6,$2 to $5 billion (USD),Manufacturing,5001 to 10000 employees,Company - Public,,,,sunpower
superior technical ceramics,,,,,,,,,,,,superior_technical_ceramics
susquehanna international group,,1987.0,"Bala Cynwyd, PA",3.6,,Finance,1001 to 5000 employees,Company - Private,,,,susquehanna_international_group
sv microwave,,1991.0,"West Palm Beach, FL",3.4,$50 to $100 million (USD),Telecommunications,201 to 500 employees,Company - Public,,,,sv_microwave
swiss re,"Munich Re, Hannover RE, SCOR",1863.0,"Zurich, Switzerland",3.7,$10+ billion (USD),Insurance,10000+ employees,Company - Public,http://www.swissre.com/,,,swiss_re
swisslog healthcare,,1915.0,"Denver, CO",3.6,,Health Care,501 to 1000 employees,Subsidiary or Business Segment,,,,swisslog_healthcare
synactive,,1999.0,"Foster City, CA",4.4,$10 to $25 million (USD),Information Technology,1 to 50 employees,Company - Private,,,,synactive
synapse product development inc.,,2001.0,"Seattle, WA",4.2,$25 to $50 million (USD),Business Services,51 to 200 employees,Subsidiary or Business Segment,http://www.synapse.com/,,,synapse_product_development
synechron,,2001.0,"New York, NY",3.6,$100 to $500 million (USD),Information Technology,5001 to 10000 employees,Company - Private,https://www.synechron.com/,,,synechron
synechron,,2001.0,"US, New York City, New York",,,,"5,000 to 9,999 employees",,https://www.synechron.com/,"Synechron, one of the fastest-growing digital, business consulting & technology services providers, is a $500 million firm based in New York. Since inception in 2001, Synechron has been on a steep growth trajectory. With 8,000+ professionals operating in 18 countries across the world, it has presence across USA, Canada, UK, France, The Netherlands, Switzerland, Luxembourg, Serbia, Hungary, Germany, Italy, UAE, Singapore, Hong Kong, Philippines, Japan, Australia and Development Centers in India.",,synechron
synerfac technical staffing,,1987.0,"US, New Castle, Delaware",,,,100 to 499 employees,,http://www.synerfac.com/,"Since 1987, Synerfac has served three groups: our clients, our candidates and our staff. We treat all three with equal importance, because we recognize the synergy of success: when one group succeeds, we all succeed.

Our Mission

Synerfac is in the business of providing opportunity and adding value. We strive to create extraordinary experiences:

For our Clients – We provide staffing services that enable them to focus on their core competencies which will add value to their businesses.

For our Employees – We provide permanent and temporary assignments that complement their job skills and experience while providing professional and financial rewards.",,synerfac_technical_staffing
synergis,"TEKsystems, Visionaire Partners, Aerotek",1997.0,"Alpharetta, GA",3.9,$25 to $50 million (USD),Business Services,201 to 500 employees,Company - Private,,,,synergis
synergisticit,,,,,,,,,,,,synergisticit
syrinx,,,"Perth, Australia",,,,1 to 50 employees,Company - Private,,,,syrinx
sysazzle,,,,,,,,,,,,sysazzle
systems & technology research,,2010.0,"Woburn, MA",4.7,$100 to $500 million (USD),Aerospace & Defense,201 to 500 employees,Company - Private,http://www.stresearch.com/,,http://www.wikidata.org/entity/Q30298598,systems_technology_research
systems evolution inc.,,1992.0,"Cincinnati, OH",4.7,$50 to $100 million (USD),Business Services,201 to 500 employees,Company - Private,http://www.sei.com/,,,systems_evolution_inc
systimmune,,,"Redmond, WA",3.0,$1 to $5 million (USD),,1 to 50 employees,Subsidiary or Business Segment,,,,systimmune
t and t consulting services inc,,,,,,,,,,,,t_t_consulting
tachyon technologies,,,,,,,,,,,,tachyon_technology
takeda pharmaceuticals,"Novartis, Baxter, Pfizer",1781.0,"OSAKA, Japan",3.7,$10+ billion (USD),Biotech & Pharmaceuticals,10000+ employees,Company - Public,http://www.takedajobs.com/,,,takeda_pharmaceuticals
talent fusion us,,,,,,,,,,,,talent_fusion_us
talentburst inc,,2002.0,"US, Natick, Massachusetts",,,,"1,500 to 1,999 employees",,http://www.talentburst.com/,"TalentBurst is an award winning IT and Accounting & Finance staffing firm headquartered in Boston with branch offices in San Francisco, Miami, Milwaukee, Toronto, Bangalore, and Gurgaon. Our clients include the leading social media, technology, banks, utilities, pharmaceutical, and biotech companies.

We work with 75 of the Fortune 500 companies and work on 2,000 new job requisitions per month. Our recruiting team is one of the most successful in the industry. We have a strong reputation for treating our employees well and helping you find your next dream employer. Benefits At TalentBurst, one of our founding principles has been to provide our employees with the best benefits available. To adhere to this principle, we have a broad benefits offering. Our recruiters are dedicated to connecting you with awesome career growth opportunities with leading companies.",,talentburst_inc
tastytrade,,2011.0,"Chicago, IL",4.8,,Finance,1 to 50 employees,Company - Private,,,,tastytrade
tatum,,1993.0,"US, New York, New York",,,,500 to 999 employees,,https://www.tatum-us.com/,"Tatum provides on-demand C-suite executives and senior-level professionals to help companies manage critical initiatives in accounting, finance, technology, compliance and transactions. We partner with clients to address challenges arising at any stage of the business life cycle, and frequently serve as trusted advisers to the Office of the CFO or CIO. Providing senior-level interim and project consultants in addition to highly regarded executive search services, Tatum’s experts help you address complex issues not easily solved from within the organization. Backed by our global parent company Randstad and a national footprint of offices in key markets, Tatum is ready to mobilize locally anywhere in the country.

To learn more about Tatum, visit www.tatum-us.com.

Specialties
On-demand C-Suite Leadership for Interim, Project, or Permanent Needs
Direct Report Staff Augmentation
Mergers & Acquisitions
Transaction Support
Carve Out Preparation & Execution
Finance Function Assessment & Process Improvement
Working Capital Improvement & Cash Flow Management
Financial Planning & Analysis
Restructuring & Turnarounds
CFO Agenda
Governance, Risk & Compliance
System Selection & Implementation
IT Assessment
Technology Integration
IT Strategy
Project and Problem Remediation
Data Analysis and Security",,tatum
